"","timestamp","Zotola.Wind.Speed..80.m.","Zotola.Wind.Direction..80.m."
"280",2020-04-23 15:00:00,20.808498,329.8863
"281",2020-04-23 16:00:00,22.68,360
"282",2020-04-23 17:00:00,25.63847,38.157227
"283",2020-04-23 18:00:00,24.442913,46.19348
"284",2020-04-23 19:00:00,35.06629,70.820984
"285",2020-04-23 20:00:00,18.25026,75.14138
"286",2020-04-23 21:00:00,23.14103,84.64417
"287",2020-04-23 22:00:00,16.954432,86.34777
"288",2020-04-23 23:00:00,14.168641,62.783897
"289",2020-04-24 00:00:00,12.218805,44.999985
"290",2020-04-24 01:00:00,10.195057,47.862396
"291",2020-04-24 02:00:00,9.565437,70.20111
"292",2020-04-24 03:00:00,5.4119864,93.81408
"293",2020-04-24 04:00:00,3.096837,125.537674
"294",2020-04-24 05:00:00,4.1046314,164.74487
"295",2020-04-24 06:00:00,6.4799995,180
"296",2020-04-24 07:00:00,7.771331,193.3925
"297",2020-04-24 08:00:00,3.671294,168.69006
"298",2020-04-24 09:00:00,3.671294,168.69006
"299",2020-04-24 10:00:00,2.4149535,153.43495
"300",2020-04-24 11:00:00,0.8049845,26.565033
"301",2020-04-24 12:00:00,5.771239,356.42368
"302",2020-04-24 13:00:00,10.948973,9.462311
"303",2020-04-24 14:00:00,14.84318,39.09384
"304",2020-04-24 15:00:00,19.64228,63.904564
"305",2020-04-24 16:00:00,18.792551,73.30075
"306",2020-04-24 17:00:00,17.399586,65.55604
"307",2020-04-24 18:00:00,18.792551,73.30075
"308",2020-04-24 19:00:00,21.434364,82.27817
"309",2020-04-24 20:00:00,18.556595,71.91655
"310",2020-04-24 21:00:00,14.830076,84.4278
"311",2020-04-24 22:00:00,8.707238,82.874985
"312",2020-04-24 23:00:00,5.3999996,89.99999
"313",2020-04-25 00:00:00,1.8,89.99999
"314",2020-04-25 01:00:00,1.4399999,360
"315",2020-04-25 02:00:00,1.08,360
"316",2020-04-25 03:00:00,1.0182338,225
"317",2020-04-25 04:00:00,4.1046314,195.25513
"318",2020-04-25 05:00:00,5.771239,183.57634
"319",2020-04-25 06:00:00,6.519877,173.6598
"320",2020-04-25 07:00:00,7.754637,158.1986
"321",2020-04-25 08:00:00,5.815978,158.1986
"322",2020-04-25 09:00:00,4.896529,162.89728
"323",2020-04-25 10:00:00,2.9024127,172.87498
"324",2020-04-25 11:00:00,2.0991426,329.03625
"325",2020-04-25 12:00:00,9.028754,355.4261
"326",2020-04-25 13:00:00,16.92383,23.83873
"327",2020-04-25 14:00:00,20.466246,50.7106
"328",2020-04-25 15:00:00,15.990646,58.815025
"329",2020-04-25 16:00:00,10.703569,70.346176
"330",2020-04-25 17:00:00,13.627795,77.79953
"331",2020-04-25 18:00:00,10.315115,60.751175
"332",2020-04-25 19:00:00,13.281023,57.171448
"333",2020-04-25 20:00:00,6.9527545,158.7495
"334",2020-04-25 21:00:00,8.209263,142.12502
"335",2020-04-25 22:00:00,10.703569,132.27368
"336",2020-04-25 23:00:00,9.449572,107.74467
"337",2020-04-26 00:00:00,13.570615,21.801407
"338",2020-04-26 01:00:00,4.829907,333.43497
"339",2020-04-26 02:00:00,7.386582,46.97493
"340",2020-04-26 03:00:00,5.4833565,66.8014
"341",2020-04-26 04:00:00,5.904439,52.431404
"342",2020-04-26 05:00:00,5.8603754,47.489548
"343",2020-04-26 06:00:00,8.942214,40.100906
"344",2020-04-26 07:00:00,6.618519,44.999985
"345",2020-04-26 08:00:00,1.835647,11.309921
"346",2020-04-26 09:00:00,2.6208394,344.0546
"347",2020-04-26 10:00:00,8.089993,20.854446
"348",2020-04-26 11:00:00,17.429354,38.290146
"349",2020-04-26 12:00:00,13.004922,48.366455
"350",2020-04-26 13:00:00,14.186923,35.70668
"351",2020-04-26 14:00:00,15.986593,35.837646
"352",2020-04-26 15:00:00,12.594856,59.036255
"353",2020-04-26 16:00:00,10.30883,65.224846
"354",2020-04-26 17:00:00,13.979872,55.491463
"355",2020-04-26 18:00:00,17.0763,55.304832
"356",2020-04-26 19:00:00,15.484185,54.46232
"357",2020-04-26 20:00:00,13.779114,56.725105
"358",2020-04-26 21:00:00,11.983188,57.26477
"359",2020-04-26 22:00:00,10.144082,62.52556
"360",2020-04-26 23:00:00,6.439876,63.43495
"361",2020-04-27 00:00:00,3.8773184,68.19859
"362",2020-04-27 01:00:00,2.5959969,56.30993
"363",2020-04-27 02:00:00,0,180
"364",2020-04-27 03:00:00,0.8049845,243.43495
"365",2020-04-27 04:00:00,3.0758414,200.55605
"366",2020-04-27 05:00:00,3.9763298,185.19443
"367",2020-04-27 06:00:00,5.04,180
"368",2020-04-27 07:00:00,6.638072,167.47119
"369",2020-04-27 08:00:00,7.5685663,154.65382
"370",2020-04-27 09:00:00,7.42159,140.90614
"371",2020-04-27 10:00:00,4.510787,118.61046
"372",2020-04-27 11:00:00,3.8773184,68.19859
"373",2020-04-27 12:00:00,5.991594,32.735214
"374",2020-04-27 13:00:00,11.983188,32.735214
"375",2020-04-27 14:00:00,17.713316,52.431404
"376",2020-04-27 15:00:00,20.833395,71.878136
"377",2020-04-27 16:00:00,22.59699,67.52056
"378",2020-04-27 17:00:00,24.651457,61.18921
"379",2020-04-27 18:00:00,21.120682,60.37625
"380",2020-04-27 19:00:00,20.291357,64.79887
"381",2020-04-27 20:00:00,18.58451,68.404686
"382",2020-04-27 21:00:00,12.57426,66.37062
"383",2020-04-27 22:00:00,5.692099,55.304832
"384",2020-04-27 23:00:00,0.35999998,360
"385",2020-04-26 00:00:00,9.387651,32.47119
"386",2020-04-26 01:00:00,4.1046314,105.25512
"387",2020-04-26 02:00:00,6.489992,146.30994
