"","timestamp","Zapotitl√.n.Wind.Speed..80.m.","Zapotitl√.n.Wind.Direction..80.m."
"449",2020-04-28 16:00:00,9.346143,105.64224
"450",2020-04-28 17:00:00,10.483357,105.9454
"451",2020-04-28 18:00:00,11.440978,102.72436
"452",2020-04-28 19:00:00,11.570515,95.35582
"453",2020-04-28 20:00:00,6.439876,63.43495
"454",2020-04-28 21:00:00,0,180
"455",2020-04-28 22:00:00,2.3051248,321.3402
"456",2020-04-28 23:00:00,3.396233,327.99463
"457",2020-04-29 00:00:00,4.8433046,311.98724
"458",2020-04-29 01:00:00,6.9247384,297.89728
"459",2020-04-29 02:00:00,9.107359,288.43497
"460",2020-04-29 03:00:00,10.137692,286.50436
"461",2020-04-29 04:00:00,9.693296,301.3287
"462",2020-04-29 05:00:00,11.609651,299.74487
"463",2020-04-29 06:00:00,16.766108,284.93143
"464",2020-04-29 07:00:00,14.561099,278.53076
"465",2020-04-29 08:00:00,10.636766,246.0375
"466",2020-04-29 09:00:00,2.9024127,240.25513
"467",2020-04-29 10:00:00,5.0911684,44.999985
"468",2020-04-29 11:00:00,10.739833,76.42956
"469",2020-04-29 12:00:00,14.759999,77.31962
"470",2020-04-29 13:00:00,15.84409,88.69804
"471",2020-04-29 14:00:00,14.05845,92.93567
"472",2020-04-29 15:00:00,11.212135,95.52754
"473",2020-04-29 16:00:00,8.209263,105.25512
"474",2020-04-29 17:00:00,10.483357,105.9454
"475",2020-04-29 18:00:00,11.090103,103.13402
"476",2020-04-29 19:00:00,8.707237,119.74488
"477",2020-04-29 20:00:00,8.854829,63.43495
"478",2020-04-29 21:00:00,3.396233,57.994614
"479",2020-04-29 22:00:00,5.315336,28.30075
"480",2020-04-29 23:00:00,8.161764,41.42366
"481",2020-04-30 00:00:00,4.6800003,22.619858
"482",2020-04-30 01:00:00,8.854829,333.43497
"483",2020-04-30 02:00:00,19.966211,334.359
"484",2020-04-30 03:00:00,14.021525,311.87787
"485",2020-04-30 04:00:00,9.826088,278.42697
"486",2020-04-30 05:00:00,9.531505,259.11447
"487",2020-04-30 06:00:00,11.480557,228.81409
"488",2020-04-30 07:00:00,11.525623,231.3402
"489",2020-04-30 08:00:00,4.3498964,294.44397
"490",2020-04-30 09:00:00,0.35999998,360
"491",2020-04-30 10:00:00,4.8433046,41.987198
"492",2020-04-30 11:00:00,3.6,89.99999
"493",2020-04-30 12:00:00,2.5455842,44.999985
"494",2020-04-30 13:00:00,2.9024127,352.875
"495",2020-04-30 14:00:00,4.379589,9.462311
"496",2020-04-30 15:00:00,4.1046314,37.87497
"497",2020-04-30 16:00:00,2.52,360
"498",2020-04-30 17:00:00,6.12,298.07248
"499",2020-04-30 18:00:00,8.825508,281.7683
"500",2020-04-30 19:00:00,9.779817,276.34018
"501",2020-04-30 20:00:00,8.373386,25.463333
"502",2020-04-30 21:00:00,8.28,360
"503",2020-04-30 22:00:00,4.8965297,323.97263
"504",2020-04-30 23:00:00,3.7585104,286.69925
"505",2020-05-01 00:00:00,4.68,270
"506",2020-05-01 01:00:00,8.311245,252.34988
"507",2020-05-01 02:00:00,11.177405,255.06857
"508",2020-05-01 03:00:00,10.440001,270
"509",2020-05-01 04:00:00,9.255571,283.49573
"510",2020-05-01 05:00:00,9.0645685,276.84277
"511",2020-05-01 06:00:00,7.5599995,270
"512",2020-05-01 07:00:00,4.802999,282.99463
"513",2020-05-01 08:00:00,1.08,360
"514",2020-05-01 09:00:00,4.3349743,48.366455
"515",2020-05-01 10:00:00,6.9247384,62.102737
"516",2020-05-01 11:00:00,9.885262,79.50852
"517",2020-05-01 12:00:00,9,89.99999
"518",2020-05-01 13:00:00,9.9571085,102.52881
"519",2020-05-01 14:00:00,12.10157,112.75097
"520",2020-05-01 15:00:00,11.592895,115.76932
"521",2020-05-01 16:00:00,10.315115,119.248825
"522",2020-05-01 17:00:00,12.397806,115.82099
"523",2020-05-01 18:00:00,14.182355,113.96249
"524",2020-05-01 19:00:00,13.009903,104.42077
