"","timestamp","Corral.de.Barrancas.Wind.Speed..80.m.","Corral.de.Barrancas.Wind.Direction..80.m."
"259",2020-04-22 18:00:00,24.490587,271.6847
"260",2020-04-22 19:00:00,23.78453,272.60257
"261",2020-04-22 20:00:00,14.77755,272.79272
"262",2020-04-22 21:00:00,10.308831,257.90524
"263",2020-04-22 22:00:00,10.787993,244.29004
"264",2020-04-22 23:00:00,14.404499,271.4321
"265",2020-04-23 00:00:00,21.068459,303.147
"266",2020-04-23 01:00:00,33.061253,324.75244
"267",2020-04-23 02:00:00,30.267845,333.1302
"268",2020-04-23 03:00:00,24.735432,338.66315
"269",2020-04-23 04:00:00,19.469975,340.55997
"270",2020-04-23 05:00:00,18.35647,334.44003
"271",2020-04-23 06:00:00,15.990646,328.81503
"272",2020-04-23 07:00:00,15.408671,322.59467
"273",2020-04-23 08:00:00,13.207634,287.4472
"274",2020-04-23 09:00:00,9.0645685,276.84277
"275",2020-04-23 10:00:00,8.669949,274.76364
"276",2020-04-23 11:00:00,7.5685663,295.3462
"277",2020-04-23 12:00:00,7.072878,284.74356
"278",2020-04-23 13:00:00,7.9526596,275.19443
"279",2020-04-23 14:00:00,9.114471,279.09027
"280",2020-04-23 15:00:00,10.538843,277.85333
"281",2020-04-23 16:00:00,10.8955765,277.59464
"282",2020-04-23 17:00:00,11.966953,276.91122
"283",2020-04-23 18:00:00,13.004921,274.76364
"284",2020-04-23 19:00:00,13.004921,274.76364
"285",2020-04-23 20:00:00,11.631956,291.8014
"286",2020-04-23 21:00:00,7.754637,291.8014
"287",2020-04-23 22:00:00,4.2136917,289.98312
"288",2020-04-23 23:00:00,2.8799999,270
"289",2020-04-24 00:00:00,2.5959969,236.30994
"290",2020-04-24 01:00:00,1.8,233.1301
"291",2020-04-24 02:00:00,2.1897945,260.5377
"292",2020-04-24 03:00:00,3.96,270
"293",2020-04-24 04:00:00,5.4119864,273.8141
"294",2020-04-24 05:00:00,6.87779,276.009
"295",2020-04-24 06:00:00,7.2359104,275.7106
"296",2020-04-24 07:00:00,7.928178,272.60257
"297",2020-04-24 08:00:00,7.5942073,275.44034
"298",2020-04-24 09:00:00,9,270
"299",2020-04-24 10:00:00,8.64,270
"300",2020-04-24 11:00:00,11.966953,291.16125
"301",2020-04-24 12:00:00,13.905509,291.2505
"302",2020-04-24 13:00:00,14.759999,282.6804
"303",2020-04-24 14:00:00,16.09969,280.30487
"304",2020-04-24 15:00:00,16.87398,281.0702
"305",2020-04-24 16:00:00,16.327497,284.03625
"306",2020-04-24 17:00:00,15.281989,285.01837
"307",2020-04-24 18:00:00,13.450708,285.5241
"308",2020-04-24 19:00:00,11.726277,287.8787
"309",2020-04-24 20:00:00,7.928177,320.52753
"310",2020-04-24 21:00:00,5.8048253,352.875
"311",2020-04-24 22:00:00,4.198285,30.963745
"312",2020-04-24 23:00:00,4.0249224,63.43495
"313",2020-04-25 00:00:00,5.0142193,68.96249
"314",2020-04-25 01:00:00,7.968939,71.56504
"315",2020-04-25 02:00:00,10.966713,66.8014
"316",2020-04-25 03:00:00,13.0447235,62.020523
"317",2020-04-25 04:00:00,15.379206,69.443954
"318",2020-04-25 05:00:00,15.716793,69.90477
"319",2020-04-25 06:00:00,14.917212,70.25316
"320",2020-04-25 07:00:00,15.484185,72.40757
"321",2020-04-25 08:00:00,15.379206,57.425934
"322",2020-04-25 09:00:00,14.81259,64.05769
"323",2020-04-25 10:00:00,14.707222,68.45902
"324",2020-04-25 11:00:00,14.24163,69.274445
"325",2020-04-25 12:00:00,13.441071,69.62356
"326",2020-04-25 13:00:00,14.24163,69.274445
"327",2020-04-25 14:00:00,12.904882,67.011284
"328",2020-04-25 15:00:00,12.904882,67.011284
"329",2020-04-25 16:00:00,11.966953,68.83874
"330",2020-04-25 17:00:00,13.896187,73.442924
"331",2020-04-25 18:00:00,13.358861,75.96376
"332",2020-04-25 19:00:00,14.917212,81.67435
"333",2020-04-25 20:00:00,12.015589,81.38435
"334",2020-04-25 21:00:00,13.358861,75.96376
"335",2020-04-25 22:00:00,15.725037,74.054596
"336",2020-04-25 23:00:00,17.193533,70.426865
"337",2020-04-26 00:00:00,15.463246,65.22487
"338",2020-04-26 01:00:00,14.973577,62.818893
"339",2020-04-26 02:00:00,13.849477,62.102737
"340",2020-04-26 03:00:00,14.512064,66.61478
"341",2020-04-26 04:00:00,13.708391,66.8014
"342",2020-04-26 05:00:00,14.039999,67.38013
"343",2020-04-26 06:00:00,13.1041975,69.0755
"344",2020-04-26 07:00:00,12.768586,68.49856
"345",2020-04-26 08:00:00,10.296251,53.53076
"346",2020-04-26 09:00:00,10.805998,60.018356
"347",2020-04-26 10:00:00,10.703569,70.346176
"348",2020-04-26 11:00:00,11.367109,79.04594
"349",2020-04-26 12:00:00,11.885453,88.26429
"350",2020-04-26 13:00:00,12.605142,91.63657
"351",2020-04-26 14:00:00,12.964998,91.59113
"352",2020-04-26 15:00:00,14.4,89.99999
"353",2020-04-26 16:00:00,15.119999,89.99999
"354",2020-04-26 17:00:00,17.28,89.99999
"355",2020-04-26 18:00:00,17.64,89.99999
"356",2020-04-26 19:00:00,19.08,89.99999
"357",2020-04-26 20:00:00,15.192682,76.29304
"358",2020-04-26 21:00:00,13.570615,68.19859
"359",2020-04-26 22:00:00,12.979984,70.55996
"360",2020-04-26 23:00:00,13.979871,78.11134
"361",2020-04-27 00:00:00,14.205182,81.25384
"362",2020-04-27 01:00:00,13.722565,85.48601
"363",2020-04-27 02:00:00,12.599999,89.99999
"364",2020-04-27 03:00:00,12.015589,98.61565
"365",2020-04-27 04:00:00,11.384199,108.434944
"366",2020-04-27 05:00:00,10.787993,115.70995
"367",2020-04-27 06:00:00,9.693296,121.32869
"368",2020-04-27 07:00:00,9.726664,128.991
"369",2020-04-27 08:00:00,9.931042,136.4688
"370",2020-04-27 09:00:00,9.793059,143.97263
"371",2020-04-27 10:00:00,8.39657,149.03624
"372",2020-04-27 11:00:00,7.10031,149.53445
"373",2020-04-27 12:00:00,7.5942082,148.57043
"374",2020-04-27 13:00:00,8.209263,142.12502
"375",2020-04-27 14:00:00,7.9932966,144.16235
"376",2020-04-27 15:00:00,7.42159,157.16635
"377",2020-04-27 16:00:00,7.0911775,156.0375
"378",2020-04-27 17:00:00,7.7043357,142.59465
"379",2020-04-27 18:00:00,12.819235,128.15723
"380",2020-04-27 19:00:00,17.87718,115.016884
"381",2020-04-27 20:00:00,23.906818,108.434944
"382",2020-04-27 21:00:00,25.671307,104.620865
"383",2020-04-27 22:00:00,23.233253,102.52881
"384",2020-04-27 23:00:00,21.479666,103.570435
"385",2020-04-26 00:00:00,15.844089,68.682076
"386",2020-04-26 01:00:00,16.854767,70.016884
"387",2020-04-26 02:00:00,16.645864,68.42869
"388",2020-04-26 03:00:00,16.92383,66.161255
"389",2020-04-26 04:00:00,14.8257065,60.945396
"390",2020-04-26 05:00:00,14.081477,57.5288
"391",2020-04-26 06:00:00,13.397612,59.300278
"393",2020-04-26 08:00:00,11.298495,67.52056
"394",2020-04-26 09:00:00,10.703569,70.346176
"395",2020-04-26 10:00:00,11.090103,76.86598
"396",2020-04-26 11:00:00,12.620554,86.72951
"397",2020-04-26 12:00:00,14.77755,92.7927
"398",2020-04-26 13:00:00,16.981165,94.86451
"399",2020-04-26 14:00:00,16.981165,94.86451
"400",2020-04-26 15:00:00,16.595179,93.73139
"401",2020-04-26 16:00:00,14.759999,89.99999
"402",2020-04-26 17:00:00,15.119999,89.99999
"403",2020-04-26 18:00:00,14.417988,87.137596
"404",2020-04-26 19:00:00,15.546833,84.68545
"417",2020-04-27 08:00:00,4.3349743,184.76364
"418",2020-04-27 09:00:00,4.32,180
"419",2020-04-27 10:00:00,4.802999,192.99461
"420",2020-04-27 11:00:00,5.1544156,192.09476
"421",2020-04-27 12:00:00,5.0911684,188.1301
"422",2020-04-27 13:00:00,5.3999996,180
"423",2020-04-27 14:00:00,5.1544156,167.90524
"424",2020-04-27 15:00:00,6.792466,147.99461
"425",2020-04-27 16:00:00,8.435069,140.19443
"426",2020-04-27 17:00:00,9.504272,142.69604
"427",2020-04-27 18:00:00,7.7879906,123.69006
"428",2020-04-27 19:00:00,10.538843,97.85332
"429",2020-04-27 20:00:00,7.92,89.99999
"430",2020-04-27 21:00:00,10.823973,93.81408
"431",2020-04-27 22:00:00,12.6462,94.899086
"432",2020-04-27 23:00:00,14.417988,92.862404
"433",2020-04-28 00:00:00,15.124284,91.36392
"434",2020-04-28 01:00:00,15.84409,91.30195
"435",2020-04-28 02:00:00,14.081478,94.398705
"436",2020-04-28 03:00:00,12.413476,106.8584
"437",2020-04-28 04:00:00,11.183201,123.17851
"438",2020-04-28 05:00:00,11.090103,144.24611
"439",2020-04-28 06:00:00,9,163.73979
"440",2020-04-28 07:00:00,6.130579,183.36646
"441",2020-04-28 08:00:00,5.3999996,216.8699
"442",2020-04-28 09:00:00,4.829907,243.43495
"443",2020-04-28 10:00:00,6.0347,252.64598
"444",2020-04-28 11:00:00,7.771331,256.6075
"445",2020-04-28 12:00:00,8.557102,255.37914
"446",2020-04-28 13:00:00,9.531505,259.11447
"447",2020-04-28 14:00:00,11.013882,258.69006
"448",2020-04-28 15:00:00,12.864649,252.07208
"449",2020-04-28 16:00:00,10.799999,233.1301
"450",2020-04-28 17:00:00,8.404285,223.2643
"451",2020-04-28 18:00:00,6.792466,237.99463
"452",2020-04-28 19:00:00,4.6102495,231.3402
"453",2020-04-28 20:00:00,12.096214,53.47113
"454",2020-04-28 21:00:00,15.84409,91.30195
"455",2020-04-28 22:00:00,15.281989,105.01836
"456",2020-04-28 23:00:00,13.527572,115.20112
"457",2020-04-29 00:00:00,10.514218,128.04704
"458",2020-04-29 01:00:00,6.696387,143.74615
"459",2020-04-29 02:00:00,3.6179552,174.28941
"460",2020-04-29 03:00:00,2.3051248,231.3402
"461",2020-04-29 04:00:00,3.6,270
"462",2020-04-29 05:00:00,6.379216,286.38956
"463",2020-04-29 06:00:00,8.699793,294.44397
"464",2020-04-29 07:00:00,10.495713,300.96378
"465",2020-04-29 08:00:00,8.759178,279.46234
"466",2020-04-29 09:00:00,7.072878,284.74356
"467",2020-04-29 10:00:00,6.297428,329.03625
"468",2020-04-29 11:00:00,8.699793,24.443954
"469",2020-04-29 12:00:00,15.315873,60.42215
"470",2020-04-29 13:00:00,20.192118,78.69006
"471",2020-04-29 14:00:00,25.050413,82.56859
"472",2020-04-29 15:00:00,31.085323,76.6075
"473",2020-04-29 16:00:00,34.608715,71.18811
"474",2020-04-29 17:00:00,26.758923,72.78392
"475",2020-04-29 18:00:00,17.935081,79.592285
"476",2020-04-29 19:00:00,18.532133,82.1847
"477",2020-04-29 20:00:00,18.35647,64.440025
"478",2020-04-29 21:00:00,18.681883,64.9164
"479",2020-04-29 22:00:00,17.447933,68.19859
"480",2020-04-29 23:00:00,16.279802,71.965706
"481",2020-04-30 00:00:00,14.689589,72.89727
"482",2020-04-30 01:00:00,13.5515,73.00917
"483",2020-04-30 02:00:00,12.979984,70.55996
"484",2020-04-30 03:00:00,12.72283,64.88516
"485",2020-04-30 04:00:00,12.397806,64.17901
"486",2020-04-30 05:00:00,11.91812,64.98311
"487",2020-04-30 06:00:00,10.948973,62.59243
"488",2020-04-30 07:00:00,10.144082,62.52556
"489",2020-04-30 08:00:00,5.6002855,44.999985
"490",2020-04-30 09:00:00,5.8048253,60.25511
"491",2020-04-30 10:00:00,7.342588,78.69006
"492",2020-04-30 11:00:00,8.311245,94.96974
"493",2020-04-30 12:00:00,9.255571,103.49573
"494",2020-04-30 13:00:00,10.24578,108.434944
"495",2020-04-30 14:00:00,10.739833,103.570435
"496",2020-04-30 15:00:00,11.720751,100.61965
"497",2020-04-30 16:00:00,11.874544,104.03624
"498",2020-04-30 17:00:00,13.450708,105.5241
"499",2020-04-30 18:00:00,14.799459,108.434944
"500",2020-04-30 19:00:00,18.455048,110.556046
"501",2020-04-30 20:00:00,16.039202,99.03948
"502",2020-04-30 21:00:00,15.188415,95.44032
"503",2020-04-30 22:00:00,13.679999,89.99999
"504",2020-04-30 23:00:00,14.04,89.99999
"505",2020-05-01 00:00:00,14.05845,92.93567
"506",2020-05-01 01:00:00,14.561099,98.53076
