"","timestamp","Bimbaletes.Aguascalientes..El.Ã.lamo..Wind.Speed..80.m.","Bimbaletes.Aguascalientes..El.Ã.lamo..Wind.Direction..80.m."
"372",2020-04-27 11:00:00,10.97262,221.0091
"373",2020-04-27 12:00:00,12.303366,249.44395
"374",2020-04-27 13:00:00,12.682018,263.4802
"375",2020-04-27 14:00:00,11.885453,271.73572
"376",2020-04-27 15:00:00,12.959999,270
"377",2020-04-27 16:00:00,14.04,270
"378",2020-04-27 17:00:00,13.324863,271.54816
"379",2020-04-27 18:00:00,14.417988,272.8624
"380",2020-04-27 19:00:00,15.546833,275.31454
"381",2020-04-27 20:00:00,13.441071,277.69604
"382",2020-04-27 21:00:00,11.165805,290.77228
"383",2020-04-27 22:00:00,10.182337,315
"384",2020-04-27 23:00:00,11.457958,316.273
"385",2020-04-26 00:00:00,42.936695,93.84602
"386",2020-04-26 01:00:00,38.64764,99.11135
"387",2020-04-26 02:00:00,34.743263,100.145546
"388",2020-04-26 03:00:00,25.264202,94.08562
"389",2020-04-26 04:00:00,19.852295,85.84035
"390",2020-04-26 05:00:00,17.935081,79.592285
"391",2020-04-26 06:00:00,15.192682,76.29304
"393",2020-04-26 08:00:00,18.25026,75.14138
"394",2020-04-26 09:00:00,15.39184,79.2157
"395",2020-04-26 10:00:00,14.154915,82.694244
"396",2020-04-26 11:00:00,13.797912,97.49586
"397",2020-04-26 12:00:00,8.714677,128.29016
"398",2020-04-26 13:00:00,2.9024127,150.25511
"399",2020-04-26 14:00:00,2.0991426,300.96378
"400",2020-04-26 15:00:00,4.39436,325.008
"401",2020-04-26 16:00:00,4.6938252,355.60132
"402",2020-04-26 17:00:00,5.634891,26.565033
"403",2020-04-26 18:00:00,7.386582,46.97493
"404",2020-04-26 19:00:00,13.441071,69.62356
"417",2020-04-27 08:00:00,1.609969,116.56505
"418",2020-04-27 09:00:00,1.1384199,161.56505
"419",2020-04-27 10:00:00,3.8268526,221.18593
"420",2020-04-27 11:00:00,7.8954163,245.77226
"421",2020-04-27 12:00:00,8.557102,255.37914
"422",2020-04-27 13:00:00,8.311245,274.96973
"423",2020-04-27 14:00:00,7.9932976,277.76517
"424",2020-04-27 15:00:00,8.64,270
"425",2020-04-27 16:00:00,9,270
"426",2020-04-27 17:00:00,9.0645685,276.84277
"427",2020-04-27 18:00:00,10.464798,273.9452
"428",2020-04-27 19:00:00,10.105681,274.08563
"429",2020-04-27 20:00:00,11.609651,330.25513
"430",2020-04-27 21:00:00,6.130579,3.3664398
"431",2020-04-27 22:00:00,4.68,89.99999
"432",2020-04-27 23:00:00,9.422101,136.54816
"433",2020-04-28 00:00:00,10.805998,150.01836
"434",2020-04-28 01:00:00,11.440978,167.27565
"435",2020-04-28 02:00:00,11.183201,183.69139
"436",2020-04-28 03:00:00,11.874544,194.03624
"437",2020-04-28 04:00:00,13.570615,201.8014
"438",2020-04-28 05:00:00,14.88242,212.1523
"439",2020-04-28 06:00:00,16.08761,220.46222
"440",2020-04-28 07:00:00,16.299694,226.78992
"441",2020-04-28 08:00:00,11.681987,213.69006
"442",2020-04-28 09:00:00,10.009036,217.69424
"443",2020-04-28 10:00:00,10.514218,231.95296
"444",2020-04-28 11:00:00,12.429127,259.992
"445",2020-04-28 12:00:00,15.986595,277.76517
"446",2020-04-28 13:00:00,18.998314,279.8193
"447",2020-04-28 14:00:00,18.888851,277.6668
"448",2020-04-28 15:00:00,19.852295,274.15967
"449",2020-04-28 16:00:00,21.2522,271.94147
"450",2020-04-28 17:00:00,23.759998,270
"451",2020-04-28 18:00:00,25.919998,270
"452",2020-04-28 19:00:00,28.808998,271.4321
"453",2020-04-28 20:00:00,24.122683,269.1449
"454",2020-04-28 21:00:00,32.41799,271.90915
"455",2020-04-28 22:00:00,34.10133,280.95407
"456",2020-04-28 23:00:00,34.76377,291.2505
"457",2020-04-29 00:00:00,32.85678,302.4712
"458",2020-04-29 01:00:00,28.1169,309.80557
"459",2020-04-29 02:00:00,23.000591,309.9204
"460",2020-04-29 03:00:00,15.484185,305.5377
"461",2020-04-29 04:00:00,10.365251,290.32315
"462",2020-04-29 05:00:00,8.28,270
"463",2020-04-29 06:00:00,7.8625183,254.0546
"464",2020-04-29 07:00:00,8.217153,241.18921
"465",2020-04-29 08:00:00,1.5273507,135
"466",2020-04-29 09:00:00,2.9024127,172.87498
"467",2020-04-29 10:00:00,3.6179552,174.28941
"468",2020-04-29 11:00:00,2.7416782,203.1986
"469",2020-04-29 12:00:00,3.396233,237.99463
"470",2020-04-29 13:00:00,1.835647,258.69006
"471",2020-04-29 14:00:00,2.8116899,230.19443
"472",2020-04-29 15:00:00,1.9386592,248.1986
"473",2020-04-29 16:00:00,0.71999997,360
"474",2020-04-29 17:00:00,3.319036,40.601288
"475",2020-04-29 18:00:00,6.792466,57.994614
"476",2020-04-29 19:00:00,13.363711,62.74466
"477",2020-04-29 20:00:00,27.44513,85.48601
"478",2020-04-29 21:00:00,31.712711,87.39744
"479",2020-04-29 22:00:00,34.98674,93.53956
"480",2020-04-29 23:00:00,34.32105,94.813545
"481",2020-04-30 00:00:00,31.682047,89.34894
"482",2020-04-30 01:00:00,33.24498,85.03026
"483",2020-04-30 02:00:00,36.57501,83.78436
"484",2020-04-30 03:00:00,42.877792,87.594025
"485",2020-04-30 04:00:00,43.237484,92.38594
"486",2020-04-30 05:00:00,40.5907,96.620766
"487",2020-04-30 06:00:00,34.711544,95.35581
"488",2020-04-30 07:00:00,27.729347,88.51213
"489",2020-04-30 08:00:00,14.404499,91.4321
"490",2020-04-30 09:00:00,14.118243,109.35899
"491",2020-04-30 10:00:00,17.595861,120.76271
"492",2020-04-30 11:00:00,17.673029,123.36636
"493",2020-04-30 12:00:00,15.876775,122.969406
"494",2020-04-30 13:00:00,12.413477,119.53878
"495",2020-04-30 14:00:00,9.83268,113.7495
"496",2020-04-30 15:00:00,7.342588,101.30993
