location,Presa San Antonio,Presa San Antonio
20200430T0000,8.435069,140.19443
20200430T0100,10.587918,125.31121
20200430T0200,9.931042,136.4688
20200430T0300,9.693296,158.1986
20200430T0400,9.9571085,167.47119
20200430T0500,8.557102,165.37912
20200430T0600,8.534353,152.35402
20200430T0700,9.085988,146.30994
20200430T0800,7.5599995,89.99999
20200430T0900,9.422101,96.58194
20200430T1000,9.746631,85.7636
20200430T1100,10.823973,93.81408
20200430T1200,11.212135,95.52754
20200430T1300,12.24,89.99999
20200430T1400,12.620554,86.72951
20200430T1500,14.512064,82.874985
20200430T1600,15.03835,78.95905
20200430T1700,15.188415,84.55967
20200430T1800,12.6462,85.10091
20200430T1900,11.252519,82.64761
20200430T2000,21.794127,59.198547
20200430T2100,14.241629,73.85565
20200430T2200,8.287822,92.48955
20200430T2300,8.654986,106.92751
20200501T0000,7.2,126.869896
20200501T0100,5.1544156,167.90524
20200501T0200,5.3517847,222.27368
20200501T0300,7.628263,250.70996
20200501T0400,8.647496,267.61407
20200501T0500,9.36,270.0
20200501T0600,10.464798,273.9452
20200501T0700,11.570515,275.35583
20200501T0800,11.27553,286.69925
20200501T0900,9.028754,293.49857
20200501T1000,5.95906,295.0169
20200501T1100,3.219938,333.43497
20200501T1200,4.896529,17.102722
20200501T1300,8.714677,38.290146
20200501T1400,10.464797,49.184906
20200501T1500,13.363711,62.74466
20200501T1600,14.917212,70.25316
20200501T1700,17.555305,74.53877
20200501T1800,19.839235,78.48617
20200501T1900,23.157824,78.3407
20200501T2000,20.620806,73.77981
20200501T2100,15.315873,66.44773
20200501T2200,8.942214,49.89908
20200501T2300,6.618519,44.999985
20200502T0000,3.396233,57.994614
20200502T0100,1.4399999,180.0
20200502T0200,4.6938257,237.52881
20200502T0300,7.42159,255.96376
20200502T0400,9.0,270.0
20200502T0500,10.8955765,277.59464
20200502T0600,12.224107,283.627
20200502T0700,14.003029,287.96915
20200502T0800,12.261158,273.36646
20200502T0900,11.659777,278.88065
20200502T1000,10.594036,279.7824
20200502T1100,8.311245,287.65012
20200502T1200,6.1094027,315.0
20200502T1300,7.5942073,5.440323
20200502T1400,11.91812,25.016876
20200502T1500,14.291592,40.914368
20200502T1600,16.199999,53.130096
20200502T1700,20.00512,59.74356
20200502T1800,21.09305,62.56028
20200502T1900,23.18579,64.23067
20200502T2000,26.089447,62.020523
20200502T2100,24.967497,61.587326
20200502T2200,12.538134,39.173645
20200502T2300,9.826088,28.442917
20200503T0000,6.12,28.07248
20200503T0100,1.1384199,18.434952
20200503T0200,3.4152596,251.56506
20200503T0300,5.8603754,259.38034
20200503T0400,7.5599995,270.0
20200503T0500,8.707238,277.125
20200503T0600,9.793058,287.10272
20200503T0700,10.703569,289.6538
20200503T0800,11.165805,290.77228
20200503T0900,9.021574,298.61047
20200503T1000,6.4096174,321.84277
20200503T1100,5.3999996,360.0
20200503T1200,6.28713,23.629364
20200503T1300,10.514218,51.95294
20200503T1400,13.779114,56.725105
20200503T1500,16.75064,61.782646
20200503T1600,17.114204,67.75098
20200503T1700,18.214718,71.56504
20200503T1800,19.296133,81.41638
20200503T1900,24.569832,79.01934
20200503T2000,22.545315,70.40772
20200503T2100,11.808878,52.431404
20200503T2200,9.178235,48.179825
20200503T2300,7.145796,49.085617
