"","timestamp","Sierra.Tomóchic.Wind.Speed..80.m.","Sierra.Tomóchic.Wind.Direction..80.m."
"314",2020-04-25 01:00:00,9.021574,298.61047
"315",2020-04-25 02:00:00,6.151683,290.55603
"316",2020-04-25 03:00:00,4.802999,282.99463
"317",2020-04-25 04:00:00,4.1046314,285.25513
"318",2020-04-25 05:00:00,3.4152596,288.43497
"319",2020-04-25 06:00:00,3.0758414,290.55603
"320",2020-04-25 07:00:00,5.8603754,349.38034
"321",2020-04-25 08:00:00,5.0142193,338.9625
"322",2020-04-25 09:00:00,4.2136917,340.0169
"323",2020-04-25 10:00:00,4.68,360
"324",2020-04-25 11:00:00,3.9763298,354.8056
"325",2020-04-25 12:00:00,5.1919937,326.30994
"326",2020-04-25 13:00:00,7.127636,315
"327",2020-04-25 14:00:00,8.435069,309.80557
"328",2020-04-25 15:00:00,10.383987,303.69006
"329",2020-04-25 16:00:00,11.592894,306.1582
"330",2020-04-25 17:00:00,12.181624,304.1597
"331",2020-04-25 18:00:00,12.979984,303.69006
"332",2020-04-25 19:00:00,14.565548,309.98688
"333",2020-04-25 20:00:00,14.291592,310.91437
"334",2020-04-25 21:00:00,11.720751,317.48956
"335",2020-04-25 22:00:00,8.534353,332.35403
"336",2020-04-25 23:00:00,7.928178,357.39746
"337",2020-04-26 00:00:00,9,16.260193
"338",2020-04-26 01:00:00,10.009036,37.69423
"339",2020-04-26 02:00:00,10.296251,53.53076
"340",2020-04-26 03:00:00,10.495713,67.83366
"341",2020-04-26 04:00:00,11.367109,79.04594
"342",2020-04-26 05:00:00,10.799999,89.99999
"343",2020-04-26 06:00:00,11.252519,97.35238
"344",2020-04-26 07:00:00,10.829959,105.42216
"345",2020-04-26 08:00:00,7.9932976,97.76516
"346",2020-04-26 09:00:00,12.303366,110.556046
"347",2020-04-26 10:00:00,16.575644,124.38034
"348",2020-04-26 11:00:00,17.057314,134.1449
"349",2020-04-26 12:00:00,15.408671,142.59465
"350",2020-04-26 13:00:00,12.224107,166.373
